,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
24,2389257901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,240054450.0,19.0,14.0,12.0,3.0,4.0,1.0,13.0,1.0,1.0,7.0,6.0,16.0,1.0,11.0,21.0,0.0,11.0,5.0,5.0,1.0,14.0,10.0,0.0,0.0,0.0,25.0,23.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,13.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,0.0,1.0,22.0,18.0,0.0,2.0,1.0,0.0,1.0,37.0,0.0,0.0
26,2553817934.0,168.0,41.0,13.0,18.0,12.0,1.0,112.0,8.0,14.0,20.0,32.0,83.0,1.0,52.0,80.0,0.0,79.0,20.0,11.0,8.0,119.0,59.0,2.0,0.0,25.0,0.0,111.0,49.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,28.0,0.0,15.0,37.0,0.0,2.0,3.0,0.0,0.0,0.0,30.0,47.0,61.0,1.0,15.0,114.0,94.0,3.0,6.0,6.0,1.0,1.0,321.0,0.0,5.0
27,256865363.0,110.0,32.0,16.0,8.0,11.0,2.0,32.0,5.0,6.0,14.0,17.0,52.0,1.0,52.0,58.0,0.0,66.0,12.0,16.0,4.0,67.0,62.0,4.0,0.0,23.0,111.0,0.0,29.0,0.0,5.0,4.0,0.0,1.0,0.0,3.0,17.0,0.0,26.0,38.0,1.0,4.0,0.0,0.0,1.0,1.0,56.0,33.0,30.0,3.0,9.0,82.0,85.0,2.0,2.0,5.0,3.0,1.0,160.0,0.0,2.0
28,261323160.0,36.0,7.0,5.0,7.0,7.0,1.0,24.0,3.0,4.0,9.0,9.0,11.0,0.0,20.0,16.0,0.0,21.0,6.0,4.0,3.0,20.0,30.0,1.0,0.0,8.0,49.0,29.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,11.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,16.0,24.0,2.0,5.0,41.0,19.0,1.0,1.0,1.0,1.0,1.0,75.0,0.0,1.0
29,283143017.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0
30,2835865765.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0
31,284867370.0,4.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,7.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
32,286625089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0
33,297846849.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
34,3155484370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3269633514.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0
36,3299791117.0,14.0,12.0,0.0,3.0,0.0,0.0,18.0,2.0,0.0,4.0,3.0,18.0,0.0,5.0,21.0,0.0,12.0,3.0,4.0,0.0,17.0,14.0,0.0,0.0,6.0,28.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,23.0,22.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0
37,3306087703.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,333948601.0,23.0,3.0,15.0,0.0,6.0,2.0,3.0,1.0,5.0,2.0,7.0,10.0,1.0,17.0,4.0,0.0,9.0,6.0,5.0,0.0,9.0,10.0,1.0,0.0,13.0,15.0,26.0,11.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,15.0,1.0,3.0,0.0,0.0,2.0,0.0,22.0,16.0,13.0,1.0,1.0,21.0,18.0,3.0,0.0,4.0,2.0,1.0,28.0,0.0,2.0
39,3352983190.0,39.0,6.0,10.0,2.0,17.0,3.0,11.0,2.0,9.0,7.0,16.0,16.0,1.0,48.0,10.0,0.0,26.0,10.0,7.0,9.0,17.0,12.0,4.0,0.0,7.0,37.0,38.0,12.0,1.0,7.0,9.0,0.0,2.0,0.0,4.0,4.0,0.0,15.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,19.0,26.0,24.0,4.0,10.0,35.0,20.0,8.0,0.0,5.0,3.0,1.0,60.0,0.0,2.0
40,3389726902.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
41,376622201.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0
42,380840065.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,382527275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0
44,395940079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0
45,415592659.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,415655533.0,53.0,10.0,7.0,0.0,10.0,2.0,7.0,5.0,4.0,6.0,11.0,14.0,1.0,25.0,12.0,0.0,21.0,10.0,6.0,3.0,26.0,19.0,2.0,0.0,7.0,30.0,56.0,10.0,0.0,3.0,7.0,0.0,1.0,0.0,3.0,2.0,1.0,22.0,19.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,28.0,21.0,1.0,11.0,32.0,32.0,2.0,0.0,5.0,2.0,0.0,50.0,0.0,3.0
47,4415611873.0,49.0,3.0,16.0,0.0,14.0,1.0,8.0,2.0,9.0,5.0,18.0,5.0,0.0,22.0,4.0,0.0,13.0,12.0,1.0,5.0,15.0,11.0,3.0,0.0,5.0,47.0,33.0,16.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,16.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,0.0,33.0,1.0,11.0,23.0,15.0,3.0,0.0,4.0,0.0,0.0,57.0,0.0,6.0
48,457197303.0,86.0,6.0,9.0,11.0,10.0,1.0,30.0,3.0,12.0,8.0,20.0,23.0,2.0,24.0,20.0,0.0,27.0,23.0,3.0,4.0,30.0,14.0,7.0,0.0,7.0,61.0,30.0,24.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,9.0,0.0,13.0,24.0,0.0,1.0,0.0,15.0,0.0,0.0,21.0,33.0,0.0,1.0,85.0,62.0,31.0,4.0,4.0,6.0,3.0,1.0,132.0,1.0,4.0
49,488879471.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
50,569195664.0,20.0,0.0,9.0,0.0,4.0,1.0,1.0,2.0,10.0,4.0,10.0,2.0,0.0,14.0,2.0,0.0,16.0,111.0,1.0,3.0,9.0,3.0,3.0,0.0,1.0,15.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,3.0,70.0,0.0,0.0,11.0,11.0,85.0,0.0,0.0,26.0,6.0,2.0,0.0,1.0,0.0,0.0,51.0,2.0,0.0
51,59146843.0,166.0,12.0,24.0,18.0,13.0,6.0,81.0,2.0,27.0,19.0,27.0,55.0,3.0,65.0,32.0,0.0,65.0,18.0,9.0,4.0,86.0,47.0,4.0,0.0,22.0,114.0,82.0,41.0,1.0,3.0,11.0,0.0,1.0,0.0,1.0,23.0,3.0,21.0,35.0,1.0,2.0,3.0,0.0,1.0,0.0,32.0,23.0,62.0,3.0,26.0,0.0,76.0,6.0,3.0,9.0,4.0,1.0,296.0,1.0,2.0
52,59399169.0,104.0,39.0,9.0,11.0,8.0,3.0,39.0,8.0,7.0,16.0,17.0,54.0,1.0,31.0,54.0,0.0,40.0,13.0,13.0,3.0,73.0,46.0,2.0,0.0,18.0,94.0,85.0,19.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,22.0,0.0,18.0,20.0,1.0,2.0,1.0,0.0,0.0,0.0,32.0,15.0,31.0,2.0,6.0,76.0,0.0,2.0,3.0,3.0,3.0,1.0,123.0,0.0,1.0
53,6222502.0,8.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,3.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
