,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
20,260201103.0,53.0,89.0,224.0,81.0,0.0,7.0,60.0,24.0,223.0,394.0,73.0,280.0,44.0,205.0,140.0,1.0,12.0,450.0,205.0,0.0,21.0,23.0,103.0,119.0,1.0,579.0,127.0,293.0,55.0,47.0,2.0,179.0,22.0,61.0,169.0,13.0,387.0,108.0,355.0,9.0,0.0,67.0,161.0,166.0,26.0,182.0,308.0,146.0,2.0,7.0,13.0,147.0,49.0,32.0,21.0,16.0,72.0,7.0,28.0,0.0,313.0,0.0,43.0,266.0,105.0,33.0,38.0
21,2752498194.0,4.0,7.0,28.0,14.0,0.0,6.0,30.0,3.0,31.0,19.0,8.0,14.0,4.0,11.0,13.0,0.0,3.0,40.0,26.0,21.0,0.0,1.0,15.0,1.0,1.0,47.0,21.0,18.0,7.0,5.0,0.0,15.0,2.0,10.0,12.0,4.0,22.0,15.0,55.0,0.0,0.0,5.0,12.0,16.0,11.0,30.0,35.0,12.0,0.0,2.0,2.0,26.0,1.0,6.0,2.0,2.0,5.0,0.0,7.0,0.0,36.0,0.0,7.0,34.0,20.0,2.0,9.0
22,2755542607.0,3.0,13.0,27.0,12.0,0.0,0.0,3.0,1.0,15.0,20.0,8.0,17.0,3.0,15.0,12.0,0.0,0.0,30.0,16.0,23.0,1.0,0.0,16.0,2.0,1.0,26.0,11.0,18.0,8.0,5.0,0.0,19.0,1.0,6.0,16.0,1.0,31.0,12.0,28.0,0.0,0.0,12.0,15.0,17.0,2.0,20.0,22.0,22.0,0.0,0.0,2.0,13.0,5.0,5.0,3.0,3.0,3.0,0.0,5.0,0.0,21.0,0.0,4.0,23.0,15.0,1.0,7.0
23,2848227191.0,8.0,49.0,108.0,56.0,0.0,5.0,42.0,12.0,104.0,92.0,43.0,75.0,28.0,94.0,69.0,1.0,1.0,160.0,104.0,103.0,15.0,16.0,0.0,10.0,1.0,148.0,80.0,88.0,39.0,28.0,1.0,97.0,16.0,38.0,82.0,12.0,117.0,72.0,130.0,2.0,2.0,30.0,90.0,84.0,19.0,113.0,126.0,90.0,1.0,8.0,14.0,88.0,29.0,28.0,12.0,12.0,24.0,0.0,19.0,0.0,115.0,1.0,22.0,128.0,72.0,24.0,30.0
24,2885004727.0,2.0,6.0,24.0,1.0,0.0,0.0,4.0,1.0,17.0,80.0,3.0,68.0,0.0,7.0,3.0,0.0,0.0,47.0,3.0,119.0,1.0,2.0,10.0,0.0,0.0,154.0,8.0,53.0,6.0,1.0,0.0,14.0,7.0,2.0,12.0,1.0,75.0,2.0,12.0,0.0,0.0,17.0,7.0,20.0,2.0,10.0,6.0,15.0,0.0,1.0,0.0,23.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,43.0,0.0,4.0,45.0,5.0,1.0,3.0
25,29082077.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
26,2957200750.0,49.0,111.0,327.0,116.0,0.0,31.0,103.0,29.0,319.0,479.0,98.0,455.0,50.0,266.0,184.0,1.0,20.0,717.0,290.0,579.0,47.0,26.0,148.0,154.0,3.0,0.0,182.0,421.0,70.0,55.0,1.0,227.0,50.0,71.0,198.0,21.0,537.0,144.0,602.0,11.0,5.0,103.0,194.0,238.0,40.0,325.0,412.0,210.0,2.0,9.0,20.0,230.0,71.0,38.0,35.0,21.0,88.0,13.0,40.0,0.0,465.0,5.0,75.0,444.0,167.0,44.0,57.0
27,2988322231.0,19.0,71.0,149.0,67.0,0.0,3.0,37.0,26.0,107.0,118.0,54.0,87.0,66.0,146.0,101.0,1.0,181.0,220.0,238.0,127.0,21.0,11.0,80.0,8.0,0.0,182.0,0.0,124.0,64.0,36.0,2.0,126.0,25.0,45.0,86.0,14.0,151.0,78.0,204.0,5.0,0.0,23.0,121.0,108.0,21.0,131.0,181.0,89.0,3.0,10.0,27.0,102.0,37.0,26.0,21.0,9.0,36.0,31.0,32.0,0.0,128.0,0.0,44.0,153.0,103.0,33.0,37.0
28,3021547756.0,32.0,88.0,212.0,75.0,0.0,7.0,62.0,28.0,196.0,274.0,68.0,395.0,25.0,204.0,132.0,1.0,10.0,428.0,172.0,293.0,18.0,18.0,88.0,53.0,0.0,421.0,124.0,0.0,62.0,44.0,1.0,173.0,27.0,66.0,135.0,16.0,527.0,97.0,317.0,7.0,4.0,87.0,147.0,194.0,31.0,150.0,293.0,151.0,3.0,4.0,12.0,159.0,58.0,39.0,25.0,18.0,79.0,9.0,33.0,0.0,308.0,2.0,56.0,338.0,110.0,39.0,44.0
29,3139985070.0,6.0,87.0,67.0,36.0,0.0,0.0,14.0,52.0,58.0,53.0,32.0,41.0,18.0,94.0,51.0,0.0,5.0,87.0,69.0,55.0,7.0,8.0,39.0,6.0,0.0,70.0,64.0,62.0,0.0,54.0,2.0,66.0,8.0,57.0,42.0,11.0,78.0,44.0,89.0,2.0,0.0,23.0,108.0,54.0,13.0,56.0,78.0,51.0,25.0,7.0,22.0,44.0,24.0,55.0,14.0,6.0,23.0,3.0,53.0,0.0,67.0,0.0,48.0,67.0,98.0,43.0,20.0
30,3181148130.0,6.0,87.0,40.0,20.0,0.0,1.0,11.0,57.0,41.0,36.0,21.0,27.0,12.0,89.0,40.0,0.0,2.0,72.0,48.0,47.0,5.0,5.0,28.0,1.0,0.0,55.0,36.0,44.0,54.0,0.0,2.0,37.0,7.0,39.0,30.0,3.0,63.0,25.0,76.0,2.0,0.0,8.0,111.0,24.0,7.0,42.0,80.0,33.0,12.0,8.0,21.0,25.0,16.0,32.0,8.0,6.0,19.0,1.0,34.0,0.0,46.0,0.0,29.0,52.0,76.0,44.0,13.0
31,3259845572.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
32,3267413113.0,15.0,81.0,184.0,96.0,0.0,4.0,43.0,17.0,179.0,166.0,87.0,104.0,38.0,191.0,135.0,1.0,8.0,280.0,179.0,179.0,15.0,19.0,97.0,14.0,1.0,227.0,126.0,173.0,66.0,37.0,1.0,0.0,13.0,51.0,132.0,16.0,247.0,118.0,242.0,11.0,0.0,39.0,157.0,126.0,30.0,177.0,226.0,149.0,1.0,8.0,14.0,120.0,38.0,35.0,33.0,15.0,55.0,6.0,34.0,0.0,211.0,2.0,38.0,216.0,124.0,34.0,41.0
33,3288931849.0,10.0,11.0,22.0,7.0,0.0,1.0,3.0,7.0,12.0,15.0,5.0,44.0,3.0,20.0,19.0,0.0,1.0,35.0,15.0,22.0,2.0,1.0,16.0,7.0,0.0,50.0,25.0,27.0,8.0,7.0,0.0,13.0,0.0,9.0,12.0,0.0,38.0,5.0,58.0,0.0,0.0,9.0,14.0,22.0,4.0,23.0,27.0,12.0,0.0,2.0,10.0,15.0,13.0,4.0,1.0,3.0,13.0,0.0,0.0,0.0,25.0,0.0,9.0,39.0,12.0,6.0,5.0
34,402117701.0,9.0,72.0,55.0,28.0,0.0,2.0,18.0,34.0,53.0,58.0,28.0,51.0,12.0,89.0,44.0,0.0,7.0,92.0,76.0,61.0,10.0,6.0,38.0,2.0,0.0,71.0,45.0,66.0,57.0,39.0,2.0,51.0,9.0,0.0,43.0,9.0,81.0,38.0,109.0,2.0,0.0,13.0,78.0,52.0,14.0,51.0,86.0,39.0,14.0,8.0,24.0,40.0,22.0,32.0,12.0,5.0,32.0,3.0,41.0,0.0,66.0,0.0,37.0,66.0,77.0,37.0,19.0
35,412163144.0,18.0,55.0,141.0,68.0,0.0,9.0,40.0,12.0,130.0,133.0,60.0,109.0,36.0,126.0,100.0,1.0,7.0,231.0,114.0,169.0,12.0,16.0,82.0,12.0,2.0,198.0,86.0,135.0,42.0,30.0,1.0,132.0,12.0,43.0,0.0,11.0,179.0,90.0,188.0,8.0,0.0,40.0,113.0,91.0,28.0,130.0,174.0,100.0,1.0,8.0,14.0,100.0,37.0,29.0,26.0,9.0,41.0,6.0,22.0,0.0,153.0,2.0,22.0,157.0,71.0,22.0,28.0
36,4275710122.0,2.0,10.0,20.0,12.0,0.0,3.0,14.0,0.0,18.0,19.0,9.0,5.0,6.0,19.0,16.0,1.0,1.0,28.0,23.0,13.0,4.0,1.0,12.0,1.0,0.0,21.0,14.0,16.0,11.0,3.0,0.0,16.0,0.0,9.0,11.0,0.0,17.0,15.0,30.0,0.0,0.0,3.0,18.0,14.0,6.0,13.0,28.0,19.0,0.0,0.0,0.0,9.0,2.0,2.0,2.0,0.0,6.0,2.0,6.0,0.0,28.0,0.0,11.0,16.0,9.0,1.0,4.0
37,4377473660.0,27.0,133.0,294.0,116.0,0.0,8.0,71.0,31.0,283.0,374.0,96.0,410.0,44.0,293.0,187.0,1.0,16.0,563.0,244.0,387.0,22.0,31.0,117.0,75.0,2.0,537.0,151.0,527.0,78.0,63.0,2.0,247.0,38.0,81.0,179.0,17.0,0.0,137.0,461.0,13.0,0.0,94.0,219.0,207.0,34.0,232.0,384.0,188.0,3.0,11.0,16.0,184.0,63.0,42.0,47.0,19.0,87.0,12.0,43.0,0.0,418.0,5.0,58.0,450.0,159.0,47.0,47.0
38,4666696334.0,10.0,51.0,116.0,75.0,0.0,4.0,47.0,9.0,134.0,109.0,62.0,41.0,29.0,116.0,98.0,1.0,5.0,177.0,123.0,108.0,15.0,12.0,72.0,2.0,0.0,144.0,78.0,97.0,44.0,25.0,1.0,118.0,5.0,38.0,90.0,15.0,137.0,0.0,163.0,4.0,2.0,23.0,113.0,77.0,35.0,125.0,155.0,96.0,1.0,3.0,12.0,83.0,26.0,24.0,17.0,11.0,29.0,1.0,30.0,0.0,151.0,1.0,19.0,146.0,82.0,17.0,34.0
39,470237515.0,108.0,151.0,334.0,132.0,0.0,74.0,119.0,44.0,455.0,301.0,117.0,209.0,55.0,415.0,249.0,3.0,16.0,808.0,391.0,355.0,55.0,28.0,130.0,12.0,4.0,602.0,204.0,317.0,89.0,76.0,2.0,242.0,58.0,109.0,188.0,30.0,461.0,163.0,0.0,15.0,9.0,49.0,257.0,187.0,73.0,395.0,789.0,200.0,6.0,11.0,25.0,194.0,72.0,52.0,55.0,20.0,115.0,16.0,58.0,0.0,441.0,5.0,89.0,439.0,219.0,58.0,49.0
40,476485088.0,1.0,3.0,8.0,4.0,0.0,1.0,2.0,1.0,10.0,9.0,4.0,1.0,0.0,12.0,11.0,0.0,0.0,14.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,11.0,5.0,7.0,2.0,2.0,0.0,11.0,0.0,2.0,8.0,0.0,13.0,4.0,15.0,0.0,0.0,2.0,7.0,4.0,3.0,11.0,15.0,2.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,12.0,1.0,1.0,9.0,3.0,2.0,2.0
41,4777301054.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0
42,4864737844.0,3.0,20.0,61.0,14.0,0.0,0.0,7.0,7.0,32.0,50.0,17.0,97.0,2.0,31.0,19.0,1.0,2.0,95.0,21.0,67.0,5.0,12.0,30.0,17.0,0.0,103.0,23.0,87.0,23.0,8.0,0.0,39.0,9.0,13.0,40.0,3.0,94.0,23.0,49.0,2.0,0.0,0.0,29.0,52.0,8.0,32.0,45.0,45.0,0.0,0.0,4.0,50.0,10.0,9.0,6.0,9.0,11.0,2.0,5.0,0.0,60.0,0.0,10.0,85.0,23.0,8.0,17.0
43,4880079243.0,16.0,144.0,162.0,88.0,0.0,4.0,35.0,98.0,164.0,140.0,77.0,74.0,41.0,226.0,142.0,1.0,12.0,249.0,170.0,161.0,12.0,15.0,90.0,7.0,0.0,194.0,121.0,147.0,108.0,111.0,3.0,157.0,14.0,78.0,113.0,18.0,219.0,113.0,257.0,7.0,0.0,29.0,0.0,100.0,21.0,157.0,262.0,134.0,28.0,10.0,29.0,105.0,54.0,71.0,28.0,15.0,48.0,8.0,74.0,0.0,181.0,3.0,73.0,191.0,186.0,66.0,37.0
44,559606861.0,17.0,61.0,165.0,55.0,0.0,7.0,42.0,19.0,121.0,135.0,53.0,136.0,21.0,147.0,87.0,0.0,5.0,269.0,131.0,166.0,16.0,17.0,84.0,20.0,0.0,238.0,108.0,194.0,54.0,24.0,1.0,126.0,22.0,52.0,91.0,14.0,207.0,77.0,187.0,4.0,1.0,52.0,100.0,0.0,20.0,128.0,175.0,116.0,2.0,7.0,16.0,113.0,35.0,30.0,20.0,15.0,52.0,6.0,27.0,0.0,161.0,1.0,47.0,204.0,95.0,22.0,37.0
45,57283122.0,6.0,12.0,39.0,17.0,0.0,35.0,21.0,3.0,49.0,31.0,11.0,11.0,8.0,37.0,31.0,3.0,3.0,64.0,30.0,26.0,11.0,2.0,19.0,2.0,0.0,40.0,21.0,31.0,13.0,7.0,0.0,30.0,4.0,14.0,28.0,6.0,34.0,35.0,73.0,3.0,14.0,8.0,21.0,20.0,0.0,40.0,92.0,21.0,0.0,2.0,3.0,27.0,5.0,4.0,9.0,2.0,15.0,1.0,5.0,0.0,48.0,0.0,5.0,44.0,22.0,2.0,9.0
46,582658852.0,18.0,80.0,211.0,117.0,0.0,21.0,74.0,17.0,234.0,168.0,84.0,86.0,42.0,186.0,148.0,2.0,5.0,416.0,203.0,182.0,30.0,20.0,113.0,10.0,2.0,325.0,131.0,150.0,56.0,42.0,1.0,177.0,23.0,51.0,130.0,13.0,232.0,125.0,395.0,11.0,5.0,32.0,157.0,128.0,40.0,0.0,341.0,138.0,2.0,10.0,19.0,127.0,44.0,36.0,30.0,13.0,52.0,3.0,32.0,0.0,257.0,3.0,37.0,274.0,125.0,28.0,48.0
47,68964336.0,48.0,153.0,287.0,121.0,0.0,59.0,96.0,37.0,415.0,233.0,106.0,171.0,47.0,417.0,267.0,2.0,13.0,670.0,292.0,308.0,35.0,22.0,126.0,6.0,3.0,412.0,181.0,293.0,78.0,80.0,3.0,226.0,27.0,86.0,174.0,28.0,384.0,155.0,789.0,15.0,11.0,45.0,262.0,175.0,92.0,341.0,0.0,202.0,4.0,12.0,26.0,159.0,73.0,44.0,54.0,19.0,132.0,13.0,53.0,0.0,366.0,7.0,73.0,351.0,159.0,58.0,46.0
