,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
20,1590364542.0,1.0,76.0,1.0,2.0,1.0,13.0,0.0,0.0,11.0,105.0,49.0,2.0,2.0,5.0,34.0,0.0,2.0,58.0,0.0,0.0,67.0,3.0,16.0,8.0,9.0,68.0,1.0,73.0,4.0,138.0,11.0,43.0,136.0,23.0,10.0,20.0,8.0,7.0,132.0,1.0,6.0,4.0,53.0,28.0,29.0,64.0,41.0,2.0,28.0,0.0,4.0,1.0,125.0,23.0,0.0,5.0,19.0,25.0,59.0,2.0,44.0,2.0,1.0,46.0,2.0,1.0,5.0,26.0,27.0,40.0,33.0,26.0,33.0,114.0,3.0,9.0,40.0,63.0,9.0,0.0,3.0,17.0,2.0,78.0,9.0,5.0,2.0,15.0,5.0,49.0,1.0,25.0,15.0,2.0,1.0,6.0,13.0
21,1590519834.0,0.0,46.0,4.0,1.0,2.0,9.0,0.0,7.0,2.0,89.0,34.0,1.0,1.0,6.0,27.0,0.0,0.0,68.0,0.0,67.0,0.0,3.0,2.0,1.0,4.0,38.0,1.0,7.0,4.0,66.0,2.0,4.0,81.0,9.0,10.0,4.0,4.0,3.0,64.0,1.0,2.0,0.0,27.0,29.0,11.0,33.0,5.0,1.0,1.0,0.0,4.0,0.0,78.0,7.0,0.0,3.0,6.0,22.0,22.0,1.0,29.0,5.0,0.0,27.0,2.0,6.0,4.0,4.0,74.0,9.0,4.0,29.0,13.0,94.0,1.0,10.0,23.0,94.0,15.0,0.0,0.0,22.0,3.0,40.0,8.0,1.0,1.0,6.0,6.0,23.0,1.0,23.0,19.0,2.0,1.0,2.0,2.0
22,161321551.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,20.0,2.0,9.0,0.0,2.0,13.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,9.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0
23,165502910.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,6.0,1.0,27.0,2.0,3.0,18.0,1.0,0.0,1.0,3.0,1.0,14.0,3.0,2.0,1.0,2.0,5.0,7.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,2.0,3.0,1.0,4.0,2.0,7.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,8.0,1.0,30.0,1.0,3.0,0.0,8.0,7.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0
24,166537858.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,11.0,7.0,0.0,8.0,0.0,0.0,4.0,1.0,1.0,7.0,0.0,2.0,0.0,1.0,4.0,40.0,0.0,61.0,1.0,1.0,0.0,2.0,0.0,6.0,5.0,0.0,1.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,18.0,0.0,0.0,2.0
25,1670798282.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,14.0,2.0,0.0,6.0,2.0,0.0,1.0,4.0,3.0,6.0,1.0,2.0,0.0,5.0,3.0,11.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,6.0,3.0,0.0,2.0,2.0,1.0,22.0,0.0,1.0,0.0,0.0,14.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,7.0,4.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0
26,1691434088.0,0.0,43.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,60.0,36.0,0.0,1.0,3.0,27.0,1.0,1.0,44.0,0.0,68.0,38.0,1.0,2.0,2.0,1.0,0.0,1.0,5.0,4.0,84.0,2.0,5.0,74.0,10.0,7.0,4.0,1.0,2.0,89.0,0.0,1.0,0.0,32.0,17.0,6.0,45.0,6.0,1.0,0.0,0.0,0.0,0.0,62.0,7.0,0.0,4.0,3.0,21.0,3.0,1.0,18.0,2.0,0.0,13.0,1.0,1.0,3.0,2.0,11.0,7.0,3.0,8.0,5.0,77.0,0.0,7.0,25.0,40.0,8.0,0.0,0.0,16.0,2.0,53.0,9.0,0.0,1.0,1.0,5.0,28.0,1.0,13.0,18.0,0.0,0.0,2.0,3.0
27,169251434.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
28,173338012.0,0.0,22.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,9.0,8.0,2.0,2.0,3.0,4.0,0.0,0.0,10.0,1.0,73.0,7.0,3.0,6.0,2.0,3.0,5.0,0.0,0.0,2.0,27.0,2.0,39.0,24.0,4.0,1.0,1.0,0.0,0.0,20.0,3.0,0.0,0.0,7.0,6.0,16.0,5.0,10.0,1.0,22.0,0.0,2.0,0.0,21.0,9.0,1.0,3.0,4.0,4.0,15.0,0.0,12.0,0.0,67.0,10.0,0.0,0.0,0.0,19.0,6.0,17.0,6.0,2.0,17.0,36.0,1.0,3.0,16.0,18.0,1.0,3.0,1.0,3.0,0.0,8.0,2.0,0.0,0.0,6.0,0.0,9.0,0.0,4.0,5.0,1.0,0.0,3.0,4.0
29,182271385.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,12.0,1.0,0.0,9.0,1.0,2.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,7.0,9.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
30,18711950.0,2.0,94.0,20.0,1.0,2.0,14.0,1.0,1.0,4.0,99.0,49.0,3.0,6.0,5.0,69.0,0.0,2.0,65.0,0.0,138.0,66.0,3.0,27.0,11.0,14.0,84.0,5.0,27.0,12.0,0.0,8.0,11.0,245.0,17.0,16.0,5.0,7.0,3.0,212.0,7.0,1.0,8.0,65.0,40.0,43.0,81.0,51.0,5.0,5.0,0.0,10.0,0.0,146.0,16.0,1.0,2.0,38.0,51.0,37.0,2.0,34.0,13.0,0.0,26.0,2.0,5.0,2.0,5.0,25.0,24.0,21.0,13.0,29.0,170.0,2.0,10.0,119.0,202.0,20.0,0.0,3.0,22.0,5.0,69.0,9.0,3.0,4.0,24.0,3.0,46.0,5.0,30.0,29.0,2.0,1.0,6.0,15.0
31,190333186.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,8.0,0.0,0.0,4.0,3.0,0.0,16.0,1.0,1.0,8.0,0.0,2.0,0.0,1.0,3.0,20.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,10.0,9.0,0.0,2.0,4.0,2.0,8.0,1.0,3.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,8.0,6.0,1.0,3.0,2.0,0.0,0.0,1.0,10.0,2.0,2.0,0.0,1.0,0.0,16.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0
32,1941172716.0,0.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,43.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,39.0,0.0,11.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,5.0,3.0,5.0,4.0,0.0,10.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,9.0,1.0,19.0,2.0,2.0,2.0,5.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0
