,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
20,48495906.0,261.0,8.0,85.0,75.0,13.0,237.0,145.0,16.0,213.0,0.0,140.0,14.0,12.0,208.0,4.0,164.0,178.0,17.0,11.0,0.0,152.0,57.0,82.0,307.0,144.0,102.0,5.0,8.0,30.0,26.0,264.0,8.0,13.0,20.0,6.0,52.0,232.0,7.0,4.0,69.0,94.0,56.0,0.0,1.0,73.0,38.0,65.0,40.0,184.0,142.0,72.0,38.0,69.0,11.0,197.0,385.0,175.0,266.0,6.0,11.0,167.0,22.0,3.0,5.0,121.0,149.0,15.0,7.0,418.0,134.0,0.0,122.0,46.0,32.0,6.0,166.0,11.0,243.0,2.0,56.0,1.0,35.0,8.0,16.0,3.0,77.0,3.0,48.0,2.0,76.0,8.0,2.0,10.0,38.0,304.0,0.0,0.0,6.0,5.0,66.0,2.0,1.0
21,48959778.0,80.0,3.0,17.0,33.0,9.0,107.0,67.0,17.0,99.0,0.0,41.0,17.0,7.0,86.0,4.0,80.0,57.0,12.0,7.0,152.0,0.0,48.0,80.0,157.0,26.0,27.0,12.0,6.0,15.0,30.0,100.0,14.0,5.0,12.0,4.0,45.0,116.0,12.0,7.0,22.0,48.0,12.0,1.0,4.0,56.0,10.0,25.0,36.0,70.0,98.0,51.0,17.0,47.0,3.0,67.0,164.0,88.0,109.0,2.0,6.0,40.0,14.0,4.0,9.0,44.0,51.0,13.0,2.0,183.0,72.0,0.0,58.0,25.0,8.0,2.0,53.0,12.0,96.0,3.0,25.0,1.0,16.0,13.0,11.0,8.0,58.0,1.0,35.0,1.0,63.0,7.0,8.0,16.0,32.0,126.0,0.0,0.0,8.0,12.0,22.0,2.0,0.0
22,49766415.0,86.0,7.0,13.0,33.0,5.0,78.0,96.0,21.0,170.0,0.0,8.0,17.0,4.0,87.0,14.0,113.0,36.0,9.0,4.0,57.0,48.0,0.0,148.0,146.0,19.0,7.0,3.0,13.0,23.0,26.0,57.0,13.0,4.0,9.0,9.0,42.0,266.0,19.0,9.0,20.0,90.0,5.0,3.0,6.0,43.0,8.0,22.0,27.0,71.0,102.0,9.0,18.0,23.0,3.0,41.0,129.0,141.0,61.0,3.0,11.0,19.0,9.0,5.0,6.0,14.0,21.0,13.0,1.0,72.0,31.0,0.0,86.0,14.0,17.0,5.0,65.0,10.0,78.0,4.0,13.0,0.0,15.0,11.0,8.0,44.0,52.0,0.0,74.0,0.0,58.0,1.0,3.0,8.0,34.0,34.0,1.0,1.0,23.0,10.0,3.0,4.0,0.0
23,50462497.0,170.0,10.0,19.0,66.0,27.0,333.0,178.0,22.0,239.0,2.0,27.0,46.0,23.0,73.0,19.0,113.0,39.0,56.0,1.0,82.0,80.0,148.0,0.0,392.0,33.0,25.0,1.0,15.0,41.0,50.0,74.0,18.0,3.0,37.0,11.0,114.0,225.0,15.0,18.0,8.0,347.0,2.0,1.0,8.0,97.0,42.0,17.0,71.0,170.0,401.0,19.0,27.0,50.0,2.0,233.0,269.0,115.0,206.0,1.0,12.0,15.0,42.0,4.0,16.0,10.0,17.0,33.0,1.0,109.0,47.0,0.0,51.0,19.0,8.0,6.0,120.0,9.0,122.0,8.0,13.0,2.0,51.0,13.0,12.0,20.0,119.0,0.0,174.0,1.0,60.0,0.0,18.0,15.0,39.0,34.0,2.0,0.0,22.0,23.0,1.0,4.0,1.0
24,50645038.0,226.0,14.0,59.0,89.0,36.0,389.0,256.0,28.0,302.0,0.0,117.0,46.0,24.0,112.0,20.0,154.0,65.0,57.0,13.0,307.0,157.0,146.0,392.0,0.0,97.0,78.0,7.0,19.0,55.0,72.0,126.0,22.0,65.0,42.0,8.0,173.0,273.0,17.0,17.0,13.0,248.0,11.0,3.0,7.0,145.0,39.0,32.0,89.0,375.0,412.0,75.0,34.0,104.0,3.0,261.0,364.0,130.0,261.0,1.0,7.0,48.0,38.0,3.0,18.0,36.0,61.0,34.0,1.0,192.0,81.0,0.0,104.0,22.0,15.0,10.0,153.0,13.0,169.0,24.0,23.0,1.0,49.0,15.0,17.0,17.0,167.0,1.0,155.0,2.0,80.0,2.0,13.0,22.0,37.0,95.0,1.0,0.0,14.0,25.0,13.0,4.0,7.0
25,52434723.0,132.0,1.0,34.0,26.0,6.0,74.0,40.0,2.0,90.0,0.0,52.0,5.0,12.0,40.0,1.0,28.0,38.0,3.0,1.0,144.0,26.0,19.0,33.0,97.0,0.0,85.0,1.0,3.0,10.0,9.0,55.0,1.0,10.0,4.0,0.0,30.0,54.0,2.0,1.0,7.0,26.0,9.0,1.0,0.0,10.0,6.0,15.0,18.0,52.0,28.0,5.0,20.0,30.0,1.0,85.0,93.0,46.0,88.0,2.0,3.0,23.0,26.0,0.0,2.0,24.0,25.0,1.0,3.0,65.0,16.0,0.0,37.0,12.0,11.0,3.0,52.0,4.0,57.0,2.0,3.0,1.0,27.0,3.0,10.0,3.0,20.0,0.0,10.0,0.0,15.0,2.0,3.0,4.0,7.0,43.0,0.0,0.0,3.0,3.0,11.0,0.0,0.0
26,53223847.0,36.0,0.0,33.0,9.0,20.0,50.0,14.0,2.0,16.0,4.0,106.0,3.0,1.0,17.0,1.0,12.0,14.0,2.0,2.0,102.0,27.0,7.0,25.0,78.0,85.0,0.0,1.0,1.0,11.0,12.0,17.0,0.0,1.0,4.0,0.0,8.0,16.0,8.0,0.0,6.0,29.0,4.0,0.0,5.0,63.0,3.0,3.0,8.0,12.0,13.0,17.0,8.0,37.0,2.0,55.0,36.0,10.0,70.0,1.0,1.0,12.0,14.0,7.0,22.0,5.0,16.0,1.0,1.0,39.0,7.0,0.0,11.0,3.0,2.0,6.0,24.0,0.0,23.0,8.0,2.0,0.0,12.0,3.0,3.0,0.0,40.0,0.0,18.0,4.0,4.0,2.0,4.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
27,57072321.0,5.0,0.0,1.0,3.0,0.0,7.0,6.0,4.0,5.0,4.0,3.0,2.0,0.0,4.0,1.0,4.0,2.0,0.0,2.0,5.0,12.0,3.0,1.0,7.0,1.0,1.0,0.0,10.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,11.0,20.0,2.0,1.0,3.0,0.0,0.0,9.0,26.0,0.0,1.0,5.0,6.0,4.0,2.0,11.0,10.0,0.0,3.0,10.0,6.0,2.0,1.0,0.0,4.0,0.0,9.0,14.0,1.0,2.0,1.0,1.0,7.0,2.0,0.0,5.0,0.0,1.0,19.0,3.0,8.0,7.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,40.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,63831819.0,12.0,1.0,0.0,1.0,1.0,9.0,13.0,7.0,19.0,10.0,0.0,8.0,0.0,19.0,0.0,11.0,10.0,1.0,0.0,8.0,6.0,13.0,15.0,19.0,3.0,1.0,10.0,0.0,4.0,7.0,5.0,1.0,0.0,2.0,2.0,6.0,26.0,37.0,4.0,0.0,8.0,1.0,0.0,15.0,31.0,0.0,4.0,10.0,9.0,17.0,1.0,47.0,10.0,1.0,16.0,15.0,25.0,12.0,1.0,1.0,3.0,5.0,10.0,17.0,3.0,5.0,5.0,0.0,12.0,6.0,0.0,8.0,5.0,3.0,53.0,6.0,23.0,11.0,1.0,1.0,0.0,2.0,38.0,2.0,4.0,49.0,0.0,7.0,5.0,9.0,0.0,0.0,4.0,14.0,9.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
29,72355549.0,43.0,4.0,17.0,12.0,1.0,64.0,35.0,8.0,40.0,1.0,15.0,2.0,3.0,15.0,3.0,35.0,7.0,95.0,1.0,30.0,15.0,23.0,41.0,55.0,10.0,11.0,1.0,4.0,0.0,6.0,53.0,2.0,1.0,56.0,5.0,6.0,43.0,8.0,1.0,2.0,28.0,0.0,0.0,0.0,49.0,9.0,2.0,16.0,27.0,37.0,4.0,22.0,24.0,0.0,56.0,25.0,15.0,19.0,1.0,1.0,10.0,7.0,2.0,11.0,2.0,11.0,4.0,1.0,33.0,10.0,0.0,23.0,4.0,3.0,2.0,26.0,3.0,30.0,0.0,6.0,0.0,10.0,4.0,4.0,1.0,74.0,0.0,16.0,4.0,21.0,0.0,2.0,3.0,8.0,18.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0
30,72761871.0,26.0,3.0,3.0,11.0,15.0,72.0,44.0,2.0,25.0,4.0,33.0,7.0,4.0,51.0,1.0,30.0,22.0,2.0,1.0,26.0,30.0,26.0,50.0,72.0,9.0,12.0,6.0,7.0,6.0,0.0,18.0,4.0,4.0,4.0,1.0,13.0,65.0,12.0,3.0,18.0,52.0,15.0,0.0,5.0,26.0,6.0,17.0,13.0,22.0,65.0,47.0,8.0,23.0,0.0,20.0,69.0,47.0,41.0,2.0,1.0,14.0,6.0,3.0,7.0,14.0,13.0,0.0,0.0,50.0,21.0,0.0,13.0,6.0,9.0,11.0,25.0,5.0,18.0,49.0,11.0,0.0,2.0,2.0,0.0,8.0,39.0,2.0,24.0,0.0,33.0,4.0,28.0,2.0,6.0,27.0,1.0,1.0,3.0,7.0,2.0,1.0,0.0
